,PALIKA,District,Province,Full_Name,Longitude,Latitude
381,Birgunj Mahanagarpalika,PARSA,2,"Birgunj Mahanagarpalika, PARSA",84.89386668950819,27.082747394033525
382,Chhipaharmai Gaunpalika,PARSA,2,"Chhipaharmai Gaunpalika, PARSA",84.67141233158156,27.058674750949947
383,Dhobini Gaunpalika,PARSA,2,"Dhobini Gaunpalika, PARSA",84.69399535309589,27.097077973170883
384,Jagarnathpur Gaunpalika,PARSA,2,"Jagarnathpur Gaunpalika, PARSA",84.72304465930645,27.139347975873264
385,Jirabhawani Gaunpalika,PARSA,2,"Jirabhawani Gaunpalika, PARSA",84.73228463866613,27.200251254196154
386,Kalikamai Gaunpalika,PARSA,2,"Kalikamai Gaunpalika, PARSA",84.72645619162124,27.066016729319326
387,Pakahamainpur Gaunpalika,PARSA,2,"Pakahamainpur Gaunpalika, PARSA",84.73551004766877,27.028195243464378
388,Parsagadhi Nagarpalika,PARSA,2,"Parsagadhi Nagarpalika, PARSA",84.88952411259058,27.171023471755586
389,Paterwasugauli Gaunpalika,PARSA,2,"Paterwasugauli Gaunpalika, PARSA",84.79020994345778,27.193243100461522
390,Pokhariya Nagarpalika,PARSA,2,"Pokhariya Nagarpalika, PARSA",84.76368675152071,27.077169047584245
391,SakhuwaPrasauni Gaunpalika,PARSA,2,"SakhuwaPrasauni Gaunpalika, PARSA",84.82559021219681,27.16672845761561
392,Thori Gaunpalika,PARSA,2,"Thori Gaunpalika, PARSA",84.63474713479381,27.320808060983993
393,Bharatpur Mahanagarpalika,CHITAWAN,3,"Bharatpur Mahanagarpalika, CHITAWAN",84.3841465773333,27.652904896693745
394,Ichchhyakamana Gaunpalika,CHITAWAN,3,"Ichchhyakamana Gaunpalika, CHITAWAN",84.59124784533081,27.802665197926878
395,Kalika Nagarpalika,CHITAWAN,3,"Kalika Nagarpalika, CHITAWAN",84.58622193016078,27.709773639454045
396,Khairahani Nagarpalika,CHITAWAN,3,"Khairahani Nagarpalika, CHITAWAN",84.57118542204323,27.605758238612978
397,Madi Nagarpalika,CHITAWAN,3,"Madi Nagarpalika, CHITAWAN",84.3711822451508,27.420634592027994
398,Rapti Nagarpalika,CHITAWAN,3,"Rapti Nagarpalika, CHITAWAN",84.68966018037258,27.649406327430807
399,Ratnanagar Nagarpalika,CHITAWAN,3,"Ratnanagar Nagarpalika, CHITAWAN",84.51393887408351,27.619152424654324
400,Chitawan National Park,CHITAWAN,3,"Chitawan National Park, CHITAWAN",84.34118700632357,27.51154942267675
401,Aarughat Gaunpalika,GORKHA,4,"Aarughat Gaunpalika, GORKHA",84.85017647060909,28.120673966401853
402,Ajirkot Gaunpalika,GORKHA,4,"Ajirkot Gaunpalika, GORKHA",84.68152675955454,28.237075992872924
403,Bhimsen Thapa Gaunpalika,GORKHA,4,"Bhimsen Thapa Gaunpalika, GORKHA",84.74040105097366,28.011745656164194
404,Chum Nubri Gaunpalika,GORKHA,4,"Chum Nubri Gaunpalika, GORKHA",84.83063861391018,28.533755160219442
405,Dharche Gaunpalika,GORKHA,4,"Dharche Gaunpalika, GORKHA",84.9250202263616,28.304694470076672
406,Gandaki Gaunpalika,GORKHA,4,"Gandaki Gaunpalika, GORKHA",84.70753666743049,27.859321625552177
407,Gorkha Nagarpalika,GORKHA,4,"Gorkha Nagarpalika, GORKHA",84.59934835760855,27.982933394494864
408,Palungtar Nagarpalika,GORKHA,4,"Palungtar Nagarpalika, GORKHA",84.50616792099592,28.01032753246509
409,Sahid Lakhan Gaunpalika,GORKHA,4,"Sahid Lakhan Gaunpalika, GORKHA",84.63339570419791,27.92621498964548
410,Siranchok Gaunpalika,GORKHA,4,"Siranchok Gaunpalika, GORKHA",84.60115892184258,28.091256458354813
411,Barpak Sulikot Gaunpalika,GORKHA,4,"Barpak Sulikot Gaunpalika, GORKHA",84.73354606016701,28.16262039731899
412,Besishahar Nagarpalika,LAMJUNG,4,"Besishahar Nagarpalika, LAMJUNG",84.38038913642157,28.217454073634357
413,Dordi Gaunpalika,LAMJUNG,4,"Dordi Gaunpalika, LAMJUNG",84.54612060056309,28.292737980879444
414,Dudhpokhari Gaunpalika,LAMJUNG,4,"Dudhpokhari Gaunpalika, LAMJUNG",84.58626952452144,28.216092158019418
415,Kwholasothar Gaunpalika,LAMJUNG,4,"Kwholasothar Gaunpalika, LAMJUNG",84.25147355057732,28.291558159346256
416,MadhyaNepal Nagarpalika,LAMJUNG,4,"MadhyaNepal Nagarpalika, LAMJUNG",84.26195116516838,28.149598479160076
417,Marsyangdi Gaunpalika,LAMJUNG,4,"Marsyangdi Gaunpalika, LAMJUNG",84.4162557903253,28.384473773024297
418,Rainas Nagarpalika,LAMJUNG,4,"Rainas Nagarpalika, LAMJUNG",84.49563047103992,28.116657296419945
419,Sundarbazar Nagarpalika,LAMJUNG,4,"Sundarbazar Nagarpalika, LAMJUNG",84.36945041471532,28.153165080415533
420,Anbukhaireni Gaunpalika,TANAHU,4,"Anbukhaireni Gaunpalika, TANAHU",84.48573889725745,27.875561905883888
421,Bandipur Gaunpalika,TANAHU,4,"Bandipur Gaunpalika, TANAHU",84.39401332276805,27.918930174123407
422,Bhanu Nagarpalika,TANAHU,4,"Bhanu Nagarpalika, TANAHU",84.39681295795364,28.054085572304015
423,Bhimad Nagarpalika,TANAHU,4,"Bhimad Nagarpalika, TANAHU",84.04291456073544,27.965577814229338
424,Byas Nagarpalika,TANAHU,4,"Byas Nagarpalika, TANAHU",84.28534820527277,28.01323544553309
425,Devghat Gaunpalika,TANAHU,4,"Devghat Gaunpalika, TANAHU",84.37214872617562,27.810431676336115
426,Ghiring Gaunpalika,TANAHU,4,"Ghiring Gaunpalika, TANAHU",84.05206569869182,27.893198124524883
427,Myagde Gaunpalika,TANAHU,4,"Myagde Gaunpalika, TANAHU",84.16593856378427,28.000448003529918
428,Rhishing Gaunpalika,TANAHU,4,"Rhishing Gaunpalika, TANAHU",84.21990368841536,27.89818193901011
429,Shuklagandaki Nagarpalika,TANAHU,4,"Shuklagandaki Nagarpalika, TANAHU",84.06665512757893,28.064842221719804
430,Aandhikhola Gaunpalika,SYANGJA,4,"Aandhikhola Gaunpalika, SYANGJA",83.79796196305092,28.1565798081251
431,Arjunchaupari Gaunpalika,SYANGJA,4,"Arjunchaupari Gaunpalika, SYANGJA",83.75730580108383,28.102318758898292
432,Bhirkot Nagarpalika,SYANGJA,4,"Bhirkot Nagarpalika, SYANGJA",83.7725732315932,28.039763841635324
433,Biruwa Gaunpalika,SYANGJA,4,"Biruwa Gaunpalika, SYANGJA",83.89736468750485,28.00955596503058
434,Chapakot Nagarpalika,SYANGJA,4,"Chapakot Nagarpalika, SYANGJA",83.85662481955053,27.912301319140695
435,Galyang Nagarpalika,SYANGJA,4,"Galyang Nagarpalika, SYANGJA",83.67226401036353,27.95491650383546
436,Harinas Gaunpalika,SYANGJA,4,"Harinas Gaunpalika, SYANGJA",83.95779671076478,27.98333029486302
437,Kaligandagi Gaunpalika,SYANGJA,4,"Kaligandagi Gaunpalika, SYANGJA",83.53425335512543,27.95077390518324
438,Phedikhola Gaunpalika,SYANGJA,4,"Phedikhola Gaunpalika, SYANGJA",83.86806302183446,28.171954032176156
439,Putalibazar Nagarpalika,SYANGJA,4,"Putalibazar Nagarpalika, SYANGJA",83.89295219002048,28.098462029131202
440,Waling Nagarpalika,SYANGJA,4,"Waling Nagarpalika, SYANGJA",83.76688708068438,27.984367175257788
441,Annapurna Gaunpalika,KASKI,4,"Annapurna Gaunpalika, KASKI",83.8252592145899,28.442434212921597
442,Machhapuchchhre Gaunpalika,KASKI,4,"Machhapuchchhre Gaunpalika, KASKI",83.96112181891334,28.436111682173397
443,Madi Gaunpalika,KASKI,4,"Madi Gaunpalika, KASKI",84.1372318863493,28.36607215756164
444,Pokhara Lekhnath Mahanagarpalika,KASKI,4,"Pokhara Lekhnath Mahanagarpalika, KASKI",83.98934377476418,28.210516049678688
445,Rupa Gaunpalika,KASKI,4,"Rupa Gaunpalika, KASKI",84.17315806727397,28.142385237250984
446,Chame Gaunpalika,MANANG,4,"Chame Gaunpalika, MANANG",84.25330359913998,28.517849242907534
447,Narpa Bhumi Gaunpalika,MANANG,4,"Narpa Bhumi Gaunpalika, MANANG",84.23058194100066,28.76946470054551
448,Nasho Gaunpalika,MANANG,4,"Nasho Gaunpalika, MANANG",84.41231333451823,28.589123245425906
449,Manang Nshiang Gaunpalika,MANANG,4,"Manang Nshiang Gaunpalika, MANANG",84.02222379170311,28.6595130344285
450,Waragun Muktikshetra Gaunpalika,MUSTANG,4,"Waragun Muktikshetra Gaunpalika, MUSTANG",83.74894252255055,28.8897494734219
451,Lo-Ghekar Damodarkunda Gaunpalika,MUSTANG,4,"Lo-Ghekar Damodarkunda Gaunpalika, MUSTANG",83.94338519565139,29.03508116627915
452,Gharapjhong Gaunpalika,MUSTANG,4,"Gharapjhong Gaunpalika, MUSTANG",83.7261945114854,28.761662515997912
453,Lomanthang Gaunpalika,MUSTANG,4,"Lomanthang Gaunpalika, MUSTANG",83.98601792319445,29.208326623052756
454,Thasang Gaunpalika,MUSTANG,4,"Thasang Gaunpalika, MUSTANG",83.61472160158908,28.681011561186835
455,Annapurna Gaunpalika,MYAGDI,4,"Annapurna Gaunpalika, MYAGDI",83.70910792652181,28.52984764119079
456,Beni Nagarpalika,MYAGDI,4,"Beni Nagarpalika, MYAGDI",83.53367982085783,28.352806162932335
457,Dhaulagiri Gaunpalika,MYAGDI,4,"Dhaulagiri Gaunpalika, MYAGDI",83.34858840272585,28.623411213369
458,Malika Gaunpalika,MYAGDI,4,"Malika Gaunpalika, MYAGDI",83.35342150052486,28.419401029300968
459,Mangala Gaunpalika,MYAGDI,4,"Mangala Gaunpalika, MYAGDI",83.4508072408956,28.378335361808197
460,Raghuganga Gaunpalika,MYAGDI,4,"Raghuganga Gaunpalika, MYAGDI",83.51773981150676,28.532936172759687
461,Dhorpatan Hunting Reserve,MYAGDI,4,"Dhorpatan Hunting Reserve, MYAGDI",83.1572831838725,28.61339307259453
462,Bihadi Gaunpalika,PARBAT,4,"Bihadi Gaunpalika, PARBAT",83.59944586057802,28.056872102718998
463,Jaljala Gaunpalika,PARBAT,4,"Jaljala Gaunpalika, PARBAT",83.61758562599248,28.3314132635282
464,Kushma Nagarpalika,PARBAT,4,"Kushma Nagarpalika, PARBAT",83.70427517631764,28.231637104449927
465,Mahashila Gaunpalika,PARBAT,4,"Mahashila Gaunpalika, PARBAT",83.6693490951288,28.094484424240417
466,Modi Gaunpalika,PARBAT,4,"Modi Gaunpalika, PARBAT",83.72506688668199,28.299731777259943
467,Painyu Gaunpalika,PARBAT,4,"Painyu Gaunpalika, PARBAT",83.66591478922686,28.044527124950015
468,Phalebas Nagarpalika,PARBAT,4,"Phalebas Nagarpalika, PARBAT",83.686166765306,28.156156718344274
469,Badigad Gaunpalika,BAGLUNG,4,"Badigad Gaunpalika, BAGLUNG",83.24131413576636,28.271476228622646
470,Baglung Nagarpalika,BAGLUNG,4,"Baglung Nagarpalika, BAGLUNG",83.59602774097034,28.2463480181456
471,Bareng Gaunpalika,BAGLUNG,4,"Bareng Gaunpalika, BAGLUNG",83.4717498567687,28.150263656499686
472,Dhorpatan Nagarpalika,BAGLUNG,4,"Dhorpatan Nagarpalika, BAGLUNG",83.14016954179738,28.39434152345927
473,Galkot Nagarpalika,BAGLUNG,4,"Galkot Nagarpalika, BAGLUNG",83.38978410355097,28.2330469209839
474,Jaimini Nagarpalika,BAGLUNG,4,"Jaimini Nagarpalika, BAGLUNG",83.58124149439233,28.1576373119961
475,Kanthekhola Gaunpalika,BAGLUNG,4,"Kanthekhola Gaunpalika, BAGLUNG",83.51216846994392,28.26193054333375
476,Nisikhola Gaunpalika,BAGLUNG,4,"Nisikhola Gaunpalika, BAGLUNG",83.02058476692018,28.382688210423307
477,Taman Khola Gaunpalika,BAGLUNG,4,"Taman Khola Gaunpalika, BAGLUNG",83.22315146575693,28.436898738705136
478,Tara Khola Gaunpalika,BAGLUNG,4,"Tara Khola Gaunpalika, BAGLUNG",83.40177828770878,28.31192283044157
479,Dhorpatan Hunting Reserve,BAGLUNG,4,"Dhorpatan Hunting Reserve, BAGLUNG",83.02328127386475,28.53891809622116
480,Chandrakot Gaunpalika,GULMI,5,"Chandrakot Gaunpalika, GULMI",83.40574166294107,28.10821153270567
481,Chatrakot Gaunpalika,GULMI,5,"Chatrakot Gaunpalika, GULMI",83.3471950740097,27.984102972298327
482,Dhurkot Gaunpalika,GULMI,5,"Dhurkot Gaunpalika, GULMI",83.14308262417059,28.11162539363842
483,Gulmidarbar Gaunpalika,GULMI,5,"Gulmidarbar Gaunpalika, GULMI",83.3094069521465,28.034672330963307
484,Isma Gaunpalika,GULMI,5,"Isma Gaunpalika, GULMI",83.21193159076813,28.15700460902288
485,Kaligandaki Gaunpalika,GULMI,5,"Kaligandaki Gaunpalika, GULMI",83.54233940807609,28.05136773217582
486,Madane Gaunpalika,GULMI,5,"Madane Gaunpalika, GULMI",83.07301488251933,28.17607827811013
487,Malika Gaunpalika,GULMI,5,"Malika Gaunpalika, GULMI",83.14658853399573,28.21570225643002
488,Musikot Nagarpalika,GULMI,5,"Musikot Nagarpalika, GULMI",83.29174995507864,28.167044667761928
489,Resunga Nagarpalika,GULMI,5,"Resunga Nagarpalika, GULMI",83.2583170206375,28.06779275997086
490,Ruru Gaunpalika,GULMI,5,"Ruru Gaunpalika, GULMI",83.42153557025048,27.980681895246455
491,Satyawati Gaunpalika,GULMI,5,"Satyawati Gaunpalika, GULMI",83.46822895942104,28.031461125219273
492,Bagnaskali Gaunpalika,PALPA,5,"Bagnaskali Gaunpalika, PALPA",83.59117189572964,27.886342457298486
493,Mathagadhi Gaunpalika,PALPA,5,"Mathagadhi Gaunpalika, PALPA",83.65638081091835,27.75670372699606
494,Nisdi Gaunpalika,PALPA,5,"Nisdi Gaunpalika, PALPA",83.89915861927145,27.774655830993314
495,Purbakhola Gaunpalika,PALPA,5,"Purbakhola Gaunpalika, PALPA",83.77372132920812,27.814127503797643
496,Rainadevi Chhahara Gaunpalika,PALPA,5,"Rainadevi Chhahara Gaunpalika, PALPA",83.33230197617189,27.851515843584863
497,Rambha Gaunpalika,PALPA,5,"Rambha Gaunpalika, PALPA",83.69258572723153,27.869106710557155
498,Rampur Nagarpalika,PALPA,5,"Rampur Nagarpalika, PALPA",83.883580609915,27.853791898927938
499,Ribdikot Gaunpalika,PALPA,5,"Ribdikot Gaunpalika, PALPA",83.42985035878678,27.857593276221365
500,Tansen Nagarpalika,PALPA,5,"Tansen Nagarpalika, PALPA",83.52043791772523,27.86664680150344
501,Tinau Gaunpalika,PALPA,5,"Tinau Gaunpalika, PALPA",83.47299150174884,27.76891344266939
502,Bardaghat Nagarpalika,NAWALPARASI_W,5,"Bardaghat Nagarpalika, NAWALPARASI_W",83.79579566160466,27.556498578817244
503,Palhi Nandan Gaunpalika,NAWALPARASI_W,5,"Palhi Nandan Gaunpalika, NAWALPARASI_W",83.67109355040417,27.465040103792887
504,Pratappur Gaunpalika,NAWALPARASI_W,5,"Pratappur Gaunpalika, NAWALPARASI_W",83.79069839640543,27.437712828580985
505,Ramgram Nagarpalika,NAWALPARASI_W,5,"Ramgram Nagarpalika, NAWALPARASI_W",83.64899333572149,27.526875661958826
506,Sarawal Gaunpalika,NAWALPARASI_W,5,"Sarawal Gaunpalika, NAWALPARASI_W",83.7312283409855,27.506068700124594
507,Sunwal Nagarpalika,NAWALPARASI_W,5,"Sunwal Nagarpalika, NAWALPARASI_W",83.66561857432794,27.61797339421887
508,Susta Gaunpalika,NAWALPARASI_W,5,"Susta Gaunpalika, NAWALPARASI_W",83.85717689229242,27.422751371375195
509,Butwal Upamahanagarpalika,RUPANDEHI,5,"Butwal Upamahanagarpalika, RUPANDEHI",83.43310801832227,27.689111302102333
510,Devdaha Nagarpalika,RUPANDEHI,5,"Devdaha Nagarpalika, RUPANDEHI",83.55969557620581,27.65123425289579
511,Gaidahawa Gaunpalika,RUPANDEHI,5,"Gaidahawa Gaunpalika, RUPANDEHI",83.27563771115122,27.57994118932996
512,Kanchan Gaunpalika,RUPANDEHI,5,"Kanchan Gaunpalika, RUPANDEHI",83.26055986230091,27.642772291273655
513,Kotahimai Gaunpalika,RUPANDEHI,5,"Kotahimai Gaunpalika, RUPANDEHI",83.3503730934987,27.44712407374189
514,Lumbini Sanskritik Nagarpalika,RUPANDEHI,5,"Lumbini Sanskritik Nagarpalika, RUPANDEHI",83.26661533598168,27.472870146255467
515,Marchawari Gaunpalika,RUPANDEHI,5,"Marchawari Gaunpalika, RUPANDEHI",83.35124155820857,27.37340798518545
516,Mayadevi Gaunpalika,RUPANDEHI,5,"Mayadevi Gaunpalika, RUPANDEHI",83.36248008907562,27.514932086227223
517,Omsatiya Gaunpalika,RUPANDEHI,5,"Omsatiya Gaunpalika, RUPANDEHI",83.51027462774601,27.53463058867932
518,Rohini Gaunpalika,RUPANDEHI,5,"Rohini Gaunpalika, RUPANDEHI",83.54801534010927,27.496215848261436
519,Sainamaina Nagarpalika,RUPANDEHI,5,"Sainamaina Nagarpalika, RUPANDEHI",83.30568662726598,27.711919496065324
520,Sammarimai Gaunpalika,RUPANDEHI,5,"Sammarimai Gaunpalika, RUPANDEHI",83.30437337096325,27.389671332358606
521,Siddharthanagar Nagarpalika,RUPANDEHI,5,"Siddharthanagar Nagarpalika, RUPANDEHI",83.44238140988648,27.501347773398212
522,Siyari Gaunpalika,RUPANDEHI,5,"Siyari Gaunpalika, RUPANDEHI",83.39602388144654,27.566937043587668
523,Sudhdhodhan Gaunpalika,RUPANDEHI,5,"Sudhdhodhan Gaunpalika, RUPANDEHI",83.3687685894276,27.62237619566259
524,Tillotama Nagarpalika,RUPANDEHI,5,"Tillotama Nagarpalika, RUPANDEHI",83.48636973552046,27.60837197612229
525,Lumbini Sanskritik Development Area,RUPANDEHI,5,"Lumbini Sanskritik Development Area, RUPANDEHI",83.27615818573103,27.484278315853086
526,Banganga Nagarpalika,KAPILBASTU,5,"Banganga Nagarpalika, KAPILBASTU",83.15771517614529,27.685052979718634
527,Bijayanagar Gaunpalika,KAPILBASTU,5,"Bijayanagar Gaunpalika, KAPILBASTU",82.76536920089917,27.655696564031956
528,Buddhabhumi Nagarpalika,KAPILBASTU,5,"Buddhabhumi Nagarpalika, KAPILBASTU",82.99772773894915,27.685727454169598
529,Kapilbastu Nagarpalika,KAPILBASTU,5,"Kapilbastu Nagarpalika, KAPILBASTU",83.07232831046778,27.56399109816546
530,Krishnanagar Nagarpalika,KAPILBASTU,5,"Krishnanagar Nagarpalika, KAPILBASTU",82.81551770289202,27.529731801212392
531,Maharajgunj Nagarpalika,KAPILBASTU,5,"Maharajgunj Nagarpalika, KAPILBASTU",82.93588362433286,27.54401211927797
532,Mayadevi Gaunpalika,KAPILBASTU,5,"Mayadevi Gaunpalika, KAPILBASTU",83.13083936800706,27.509088270182446
533,Shivaraj Nagarpalika,KAPILBASTU,5,"Shivaraj Nagarpalika, KAPILBASTU",82.85250621527531,27.693678497047408
534,Suddhodhan Gaunpalika,KAPILBASTU,5,"Suddhodhan Gaunpalika, KAPILBASTU",83.1932395488759,27.515386858940005
535,Yashodhara Gaunpalika,KAPILBASTU,5,"Yashodhara Gaunpalika, KAPILBASTU",83.02630972915512,27.482624803024287
536,Bhumekasthan Nagarpalika,ARGHAKHANCHI,5,"Bhumekasthan Nagarpalika, ARGHAKHANCHI",83.03664261522806,27.986625722196624
537,Chhatradev Gaunpalika,ARGHAKHANCHI,5,"Chhatradev Gaunpalika, ARGHAKHANCHI",83.22558135409899,27.995286017340888
538,Malarani Gaunpalika,ARGHAKHANCHI,5,"Malarani Gaunpalika, ARGHAKHANCHI",83.0911825427615,28.06509503484424
539,Panini Gaunpalika,ARGHAKHANCHI,5,"Panini Gaunpalika, ARGHAKHANCHI",83.24466342527504,27.8871541140037
540,Sandhikharka Nagarpalika,ARGHAKHANCHI,5,"Sandhikharka Nagarpalika, ARGHAKHANCHI",83.13776985427114,27.973809726011858
541,Sitganga Nagarpalika,ARGHAKHANCHI,5,"Sitganga Nagarpalika, ARGHAKHANCHI",83.01401634611314,27.841177747171734
542,Ayirabati Gaunpalika,PYUTHAN,5,"Ayirabati Gaunpalika, PYUTHAN",82.92232717884154,27.992108491284387
543,Gaumukhi Gaunpalika,PYUTHAN,5,"Gaumukhi Gaunpalika, PYUTHAN",83.01989264909567,28.254048311039437
544,Jhimruk Gaunpalika,PYUTHAN,5,"Jhimruk Gaunpalika, PYUTHAN",82.98234064453858,28.144402976540857
545,Mallarani Gaunpalika,PYUTHAN,5,"Mallarani Gaunpalika, PYUTHAN",82.91173022671968,28.071974702204752
546,Mandavi Gaunpalika,PYUTHAN,5,"Mandavi Gaunpalika, PYUTHAN",82.75933657159251,28.044788388225523
547,Naubahini Gaunpalika,PYUTHAN,5,"Naubahini Gaunpalika, PYUTHAN",82.9162240682231,28.252561031801438
548,Pyuthan Nagarpalika,PYUTHAN,5,"Pyuthan Nagarpalika, PYUTHAN",82.85113015238173,28.125594990753033
549,Sarumarani Gaunpalika,PYUTHAN,5,"Sarumarani Gaunpalika, PYUTHAN",82.8294866977643,27.94807814793799
550,Sworgadwary Nagarpalika,PYUTHAN,5,"Sworgadwary Nagarpalika, PYUTHAN",82.69405436079371,28.13405641916986
551,Pariwartan Gaunpalika,ROLPA,5,"Pariwartan Gaunpalika, ROLPA",82.54995622662233,28.480856362916757
552,Lungri Gaunpalika,ROLPA,5,"Lungri Gaunpalika, ROLPA",82.81682129428201,28.27340037822407
553,Madi Gaunpalika,ROLPA,5,"Madi Gaunpalika, ROLPA",82.4981507429854,28.39267316473278
554,Runtigadi Gaunpalika,ROLPA,5,"Runtigadi Gaunpalika, ROLPA",82.51992337019483,28.187103338383224
555,Sukidaha Gaunpalika,ROLPA,5,"Sukidaha Gaunpalika, ROLPA",82.4212056797805,28.44514715120497
556,Sunchhahari Gaunpalika,ROLPA,5,"Sunchhahari Gaunpalika, ROLPA",82.82395167390416,28.37595186246292
557,Suwarnabati Gaunpalika,ROLPA,5,"Suwarnabati Gaunpalika, ROLPA",82.70702144018581,28.24741651820996
558,Thawang Gaunpalika,ROLPA,5,"Thawang Gaunpalika, ROLPA",82.74180048311253,28.463725350107183
559,Tribeni Gaunpalika,ROLPA,5,"Tribeni Gaunpalika, ROLPA",82.46665594209757,28.296516739983694
560,Aathbiskot Nagarpalika,RUKUM_W,6,"Aathbiskot Nagarpalika, RUKUM_W",82.51382495991197,28.842564359916388
561,Banfikot Gaunpalika,RUKUM_W,6,"Banfikot Gaunpalika, RUKUM_W",82.50283669965407,28.704116443605145
562,Chaurjahari Nagarpalika,RUKUM_W,6,"Chaurjahari Nagarpalika, RUKUM_W",82.2623068069429,28.635827967739903
563,Sani Bheri Gaunpalika,RUKUM_W,6,"Sani Bheri Gaunpalika, RUKUM_W",82.3423894475202,28.67667020055738
564,Tribeni Gaunpalika,RUKUM_W,6,"Tribeni Gaunpalika, RUKUM_W",82.42017398667944,28.564590930124997
565,Bagchaur Nagarpalika,SALYAN,6,"Bagchaur Nagarpalika, SALYAN",82.32716595552037,28.475660467872657
566,Bangad Kupinde Nagarpalika,SALYAN,6,"Bangad Kupinde Nagarpalika, SALYAN",82.05380977447255,28.489467041698994
567,Chhatreshwori Gaunpalika,SALYAN,6,"Chhatreshwori Gaunpalika, SALYAN",82.29126452659233,28.355544775330117
568,Darma Gaunpalika,SALYAN,6,"Darma Gaunpalika, SALYAN",82.3117934731325,28.553140109879877
569,Siddha Kumakha Gaunpalika,SALYAN,6,"Siddha Kumakha Gaunpalika, SALYAN",82.17933504592315,28.467086177117523
570,Kalimati Gaunpalika,SALYAN,6,"Kalimati Gaunpalika, SALYAN",81.94944383796067,28.291399960630162
571,Kapurkot Gaunpalika,SALYAN,6,"Kapurkot Gaunpalika, SALYAN",82.35997443650895,28.253556799056987
572,Kumakha Gaunpalika,SALYAN,6,"Kumakha Gaunpalika, SALYAN",82.1946190752493,28.55889083855039
573,Sharada Nagarpalika,SALYAN,6,"Sharada Nagarpalika, SALYAN",82.16229156664919,28.3817725940189
574,Tribeni Gaunpalika,SALYAN,6,"Tribeni Gaunpalika, SALYAN",82.23118227727619,28.281814013640748
575,Babai Gaunpalika,DANG,5,"Babai Gaunpalika, DANG",82.08505127234878,28.17320833316059
576,Banglachuli Gaunpalika,DANG,5,"Banglachuli Gaunpalika, DANG",82.66046100709282,27.989760480496138
